"year","state","pop","dem","total","ecvotes","dlag","dlag2","house"
1888,"Alaska",NA,NA,NA,NA,NA,NA,NA
1888,"Arizona",NA,NA,NA,NA,NA,NA,NA
1888,"Arkansas",802525,0.590217674571715,145814,7,0.586886357034503,0.600465188401302,5
1888,"California",864694,0.485390339936919,242545,8,0.465873931033043,0.49101581063204,6
1888,"Colorado",194327,0.42514237836981,88321,3,0.43448211011331,0.484746996723699,1
1888,"Connecticut",622700,0.501123715753425,149504,6,0.504824165915239,0.511962632275132,4
1888,"D. C.",NA,NA,NA,NA,NA,NA,NA
1888,"Delaware",146608,0.558983789674431,29364,3,0.566934135740555,0.554468984378237,1
1888,"Florida",269493,0.598568531912962,66086,4,0.531254180602007,0.490144518556525,2
1888,"Georgia",1542180,0.712756752156151,140992,12,0.660759405318629,0.720333167303116,10
1888,"Hawaii",NA,NA,NA,NA,NA,NA,NA
1888,"Idaho",NA,NA,NA,NA,NA,NA,NA
1888,"Illinois",3077871,0.484611018521868,718826,22,0.48067310947647,0.48172556967307,20
1888,"Indiana",1978301,0.497761139949731,524374,15,0.506738449701547,0.506541537279053,13
1888,"Iowa",1624615,0.459479411464187,391480,13,0.47359410264286,0.395562486108514,11
1888,"Kansas",996096,0.359689689093958,285649,9,0.36858075227572,0.32610603479428,7
1888,"Kentucky",1648690,0.542322579122513,338968,13,0.563079097813003,0.621283400872576,11
1888,"Louisiana",939946,0.734985997303184,115692,8,0.574567885369145,0.48351768925341,6
1888,"Maine",648936,0.406370267789569,124202,6,0.419337460802444,0.429515475360748,4
1888,"Maryland",934943,0.515040693782921,206174,8,0.530441258611059,0.560451639299214,6
1888,"Massachusetts",1783085,0.451857327665866,335482,14,0.454711679971458,0.420246406094861,12
1888,"Michigan",1636937,0.47452740432494,449856,13,0.495670497081381,0.459142670114652,11
1888,"Minnesota",780773,0.422821891063161,246877,7,0.385502063273728,0.399754817264814,5
1888,"Mississippi",1131597,0.739540962041092,115546,9,0.643419395465995,0.680760547652571,7
1888,"Missouri",2168380,0.525784080530716,498195,16,0.537510475878152,0.582190813942434,14
1888,"Montana",NA,NA,NA,NA,NA,NA,NA
1888,"Nebraska",452402,0.426252930250771,188977,5,0.414240344851222,0.353004378851768,3
1888,"Nevada",62266,0.420773065293781,12237,3,0.436770808863832,0.472703265451221,1
1888,"New Hampshire",346991,0.487262289199856,89184,4,0.475403871343327,0.48107432854466,2
1888,"New Jersey",1131116,0.512079711222572,295868,9,0.508673051051195,0.528351231780717,7
1888,"New Mexico",NA,NA,NA,NA,NA,NA,NA
1888,"New York",5082871,0.494413058198574,1286303,36,0.500510594502644,0.516190380119388,34
1888,"North Carolina",1399750,0.523202422475821,282686,11,0.533374887095691,0.53621676620595,9
1888,"North Dakota",NA,NA,NA,NA,NA,NA,NA
1888,"Ohio",3198062,0.487939210519514,812509,23,0.479305327436807,0.494252768092005,21
1888,"Oklahoma",NA,NA,NA,NA,NA,NA,NA
1888,"Oregon",174768,0.443415311052781,59813,3,0.478081765894606,0.482006060399714,1
1888,"Pennsylvania",4282891,0.459156965387921,972724,30,0.450653920597896,0.488019531229177,28
1888,"Rhode Island",276531,0.443808704017823,39499,4,0.394354094395468,0.404241669496962,2
1888,"South Carolina",995577,0.827350427350427,79560,9,0.762708162708163,0.497566823404477,7
1888,"South Dakota",NA,NA,NA,NA,NA,NA,NA
1888,"Tennessee",1542359,0.533124829933115,297677,12,0.518747745966006,0.597895332288781,10
1888,"Texas",1591749,0.726505930932092,323305,13,0.707517663683467,0.700444652468991,11
1888,"Utah",NA,NA,NA,NA,NA,NA,NA
1888,"Vermont",332286,0.270861568247822,61980,4,0.304881695839564,0.314771932551092,2
1888,"Virginia",1512565,0.502653743514449,302403,12,0.510768939114683,0.595756026543879,10
1888,"Washington",NA,NA,NA,NA,NA,NA,NA
1888,"West Virginia",618457,0.501613026624503,156848,6,0.516160942280706,0.573820565641395,4
1888,"Wisconsin",1315497,0.467869252678693,331785,11,0.476133659310506,0.487911084163737,9
1888,"Wyoming",NA,NA,NA,NA,NA,NA,NA
1892,"Alabama",1513017,0.937659093531724,147319,11,0.672321208543707,0.61791429346352,9
1892,"Alaska",NA,NA,NA,NA,NA,NA,NA
1892,"Arizona",NA,NA,NA,NA,NA,NA,NA
1892,"Arkansas",1128211,0.651075563725854,134906,8,0.590217674571715,0.59215859030837,6
1892,"California",1213398,0.500311175651246,236201,9,0.485390339936919,0.500448017522463,7
1892,"Colorado",413249,0,38620,4,0.42514237836981,0.473098259016834,2
1892,"Connecticut",746258,0.516819610229133,159427,6,0.501123715753425,0.489884546934181,4
1892,"D. C.",NA,NA,NA,NA,NA,NA,NA
1892,"Delaware",168493,0.506874352119592,36658,3,0.558983789674431,0.517610556104879,1
1892,"Florida",391422,1,30153,4,0.598568531912962,0.541749002286024,2
1892,"Georgia",1837353,0.727821696447648,177854,13,0.712756752156151,0.654051101612565,11
1892,"Hawaii",NA,NA,NA,NA,NA,NA,NA
1892,"Idaho",88548,0,8599,3,NA,NA,1
1892,"Illinois",3826351,0.516348118691472,825569,24,0.484611018521868,0.465806230547386,22
1892,"Indiana",2192404,0.50687270307029,518355,15,0.497761139949731,0.492743933613875,13
1892,"Iowa",1912297,0.471852307514862,416162,13,0.459479411464187,0.365298931143852,11
1892,"Kansas",1428108,0,157241,10,0.359689689093958,0.329754618141715,8
1892,"Kentucky",1858635,0.564322999585106,310923,13,0.542322579122513,0.582989054882227,11
1892,"Louisiana",1118587,0.765312606080652,114889,8,0.734985997303184,0.625301610189858,6
1892,"Maine",661086,0.432932378249313,110985,6,0.406370267789569,0.468257900519162,4
1892,"Maryland",1042390,0.551136968664389,206602,8,0.515040693782921,0.544103216216373,6
1892,"Massachusetts",2238943,0.465754543275373,379627,15,0.451857327665866,0.403440729746712,13
1892,"Michigan",2093889,0.47515624558129,424332,14,0.47452740432494,0.415221561723019,12
1892,"Minnesota",1310283,0.451053217307357,223743,9,0.422821891063161,0.362152468804554,7
1892,"Mississippi",1289600,0.966254706961475,41428,9,0.739540962041092,0.684937700056061,7
1892,"Missouri",2679184,0.541078851558122,496046,17,0.525784080530716,0.575850179573606,15
1892,"Montana",142924,0.483848910040754,36561,3,NA,NA,1
1892,"Nebraska",1062656,0.222395591854203,112156,8,0.426252930250771,0.341584632703408,6
1892,"Nevada",47355,0.202553191489362,3525,3,0.420773065293781,0.524011992368493,1
1892,"New Hampshire",376530,0.47961567831865,87739,4,0.487262289199856,0.476305558474309,2
1892,"New Jersey",1444933,0.522870582913313,327167,10,0.512079711222572,0.504133761105627,8
1892,"New Mexico",NA,NA,NA,NA,NA,NA,NA
1892,"New York",6003174,0.518002433124667,1264218,36,0.494413058198574,0.490352321671842,34
1892,"North Carolina",1617947,0.569878738260672,233297,11,0.523202422475821,0.517905095488283,9
1892,"North Dakota",190983,0,17519,3,NA,NA,1
1892,"Ohio",3672316,0.499337700882983,809302,23,0.487939210519514,0.47609408984046,21
1892,"Oklahoma",NA,NA,NA,NA,NA,NA,NA
1892,"Oregon",317704,0.289227332724134,49245,4,0.443415311052781,0.491817420022675,2
1892,"Pennsylvania",5258014,0.467082182231288,968275,32,0.459156965387921,0.478127801795966,30
1892,"Rhode Island",345506,0.474284266531543,51311,4,0.443808704017823,0.372023193207703,2
1892,"South Carolina",1151149,0.803822124219037,68025,9,0.827350427350427,0.657462024942372,7
1892,"South Dakota",348600,0.206531874729923,43969,4,NA,NA,2
1892,"Tennessee",1767518,0.575802198265859,237005,12,0.533124829933115,0.546137764177267,10
1892,"Texas",2235523,0.746656176239182,320292,15,0.726505930932092,0.729877146896478,13
1892,"Utah",210779,NA,NA,NA,NA,NA,NA
1892,"Vermont",332422,0.300550472227848,54317,4,0.270861568247822,0.287357956790416,2
1892,"Virginia",1655980,0.592048594328257,277234,12,0.502653743514449,0.605261416906094,10
1892,"Washington",357232,0.449760043463825,66262,4,NA,NA,2
1892,"West Virginia",762794,0.512670021061065,164759,6,0.501613026624503,0.553781131492864,4
1892,"Wisconsin",1693330,0.508931595231125,348426,12,0.467869252678693,0.442569158669251,10
1892,"Wyoming",60705,0,8454,3,NA,NA,1
1896,"Alabama",1513017,0.700636120685483,185971,11,0.937659093531724,0.609383624655014,9
1896,"Alaska",NA,NA,NA,NA,NA,NA,NA
1896,"Arizona",NA,NA,NA,NA,NA,NA,NA
1896,"Arkansas",1128211,0.745879483792298,147615,8,0.651075563725854,0.586886357034503,6
1896,"California",1213398,0.496702738682605,291454,9,0.500311175651246,0.465873931033043,7
1896,"Colorado",413249,0.859720412652983,187276,4,0,0.43448211011331,2
1896,"Connecticut",746258,0.339709624307738,167025,6,0.516819610229133,0.504824165915239,4
1896,"D. C.",NA,NA,NA,NA,NA,NA,NA
1896,"Delaware",168493,0.447655574762316,37024,3,0.506874352119592,0.566934135740555,1
